"","Ind","house","age","sex","income"
"485","ind1434","1749","10-14","m","$50,000 to $59,999"
"486","ind1435","1757","10-14","m","$50,000 to $59,999"
"487","ind1436","1663","10-14","m","$40,000 to $44,999"
"488","ind1437","1811","10-14","m","$60,000 to $74,999"
"489","ind1438","1925","10-14","m","$60,000 to $74,999"
"490","ind1439","1826","10-14","m","$50,000 to $59,999"
"491","ind144","1972","10-14","m","$60,000 to $74,999"
"492","ind1440","1765","10-14","m","$50,000 to $59,999"
"493","ind1441","1894","10-14","m","$10,000 to $14,999"
"494","ind1442","1606","10-14","m","$35,000 to $39,999"
"495","ind1443","1848","10-14","m","$60,000 to $74,999"
"496","ind1444","1768","10-14","m","$50,000 to $59,999"
"497","ind1445","1818","10-14","m","$50,000 to $59,999"
"498","ind1446","1985","10-14","m","$75,000 to $99,999"
"499","ind1447","1757","10-14","m","$50,000 to $59,999"
"500","ind1448","1773","10-14","m","$50,000 to $59,999"
"501","ind1449","1845","10-14","m","$60,000 to $74,999"
"502","ind145","1859","10-14","m","$50,000 to $59,999"
"503","ind1450","1957","10-14","m","$60,000 to $74,999"
"504","ind1451","1649","10-14","m","$40,000 to $44,999"
"505","ind1452","1682","10-14","m","$40,000 to $44,999"
"506","ind1453","1610","10-14","m","$40,000 to $44,999"
"507","ind1454","1842","10-14","m","$50,000 to $59,999"
"508","ind1455","2082","10-14","m",NA
"509","ind1456","1926","10-14","m","$60,000 to $74,999"
"510","ind1457","2023","10-14","m","$100,000 to $124,999"
"511","ind1458","1961","10-14","m","$60,000 to $74,999"
"512","ind1459","2020","10-14","m","$100,000 to $124,999"
"513","ind146","1584","10-14","m","$40,000 to $44,999"
"514","ind1460","1933","10-14","m","$60,000 to $74,999"
"515","ind1461","1912","10-14","m","$60,000 to $74,999"
"516","ind1462","1737","10-14","m","$45,000 to $49,999"
"517","ind1463","1688","10-14","m","$45,000 to $49,999"
"518","ind1464","1708","10-14","m","$45,000 to $49,999"
"519","ind1465","2022","10-14","m","$100,000 to $124,999"
"520","ind1466","1863","10-14","m","$60,000 to $74,999"
"521","ind1467","1935","10-14","m","$60,000 to $74,999"
"522","ind1468","1987","10-14","m","$75,000 to $99,999"
"523","ind1469","1899","10-14","m","$60,000 to $74,999"
"524","ind147","1967","10-14","m","$60,000 to $74,999"
"525","ind1470","1679","10-14","m","$40,000 to $44,999"
"526","ind1471","1984","10-14","m","$10,000 to $14,999"
"527","ind1472","1782","10-14","m","$50,000 to $59,999"
"528","ind1473","1746","10-14","m","$50,000 to $59,999"
"529","ind1474","1984","10-14","m","$10,000 to $14,999"
"530","ind1475","1668","10-14","m","$40,000 to $44,999"
"531","ind1476","1828","10-14","m","$50,000 to $59,999"
"532","ind1477","1970","10-14","m","$60,000 to $74,999"
"533","ind1478","1448","10-14","m","$25,000 to $29,999"
"534","ind1479","1845","10-14","m","$60,000 to $74,999"
"535","ind148","1734","10-14","m","$45,000 to $49,999"
"536","ind1480","1619","10-14","m","$35,000 to $39,999"
"537","ind1481","1857","10-14","m","$50,000 to $59,999"
"538","ind1482","1788","10-14","m","$50,000 to $59,999"
"539","ind1483","1678","10-14","m","$40,000 to $44,999"
"540","ind1484","1955","10-14","m","$60,000 to $74,999"
"541","ind1485","1716","10-14","m","$45,000 to $49,999"
"542","ind1486","1678","10-14","m","$40,000 to $44,999"
"543","ind1487","1618","10-14","m","$35,000 to $39,999"
"544","ind1488","1916","10-14","m","$60,000 to $74,999"
"545","ind1489","1795","10-14","m","$50,000 to $59,999"
"546","ind149","1444","10-14","m","$35,000 to $39,999"
"547","ind1490","1813","10-14","m","$50,000 to $59,999"
"548","ind1491","1798","10-14","m","$50,000 to $59,999"
"549","ind1492","1798","10-14","m","$50,000 to $59,999"
"550","ind1493","1949","10-14","m","$60,000 to $74,999"
"551","ind1494","1979","10-14","m","$75,000 to $99,999"
"552","ind1495","1925","10-14","m","$60,000 to $74,999"
"553","ind1496","1696","10-14","m","$45,000 to $49,999"
"554","ind1497","1657","10-14","m","$40,000 to $44,999"
"555","ind1498","1843","10-14","m","$60,000 to $74,999"
"556","ind1499","1650","15-17","m","$40,000 to $44,999"
"557","ind15","2024","15-17","m","$25,000 to $29,999"
"558","ind150","1769","15-17","m","$50,000 to $59,999"
"559","ind1500","1809","15-17","m","$50,000 to $59,999"
"560","ind1501","1785","15-17","m","$50,000 to $59,999"
"561","ind1502","1951","15-17","m","$60,000 to $74,999"
"562","ind1503","1849","15-17","m","$50,000 to $59,999"
"563","ind1504","1898","15-17","m","$60,000 to $74,999"
"564","ind1505","1575","15-17","m","$40,000 to $44,999"
"565","ind1506","1995","15-17","m","$75,000 to $99,999"
"566","ind1507","1949","15-17","m","$60,000 to $74,999"
"567","ind1508","1973","15-17","m","$60,000 to $74,999"
"568","ind1509","1733","15-17","m","$45,000 to $49,999"
"569","ind151","1989","15-17","m","$60,000 to $74,999"
"570","ind1510","1852","15-17","m","$50,000 to $59,999"
"571","ind1511","1841","15-17","m","$50,000 to $59,999"
"572","ind1512","1643","15-17","m","$40,000 to $44,999"
"573","ind1513","1978","15-17","m","$75,000 to $99,999"
"574","ind1514","1833","15-17","m","$50,000 to $59,999"
"575","ind1515","1465","15-17","m","$35,000 to $39,999"
"576","ind1516","1966","15-17","m","$60,000 to $74,999"
"577","ind1517","1919","15-17","m","$60,000 to $74,999"
"578","ind1518","1897","15-17","m","$60,000 to $74,999"
"579","ind1519","2011","15-17","m","$75,000 to $99,999"
"580","ind152","1890","15-17","m","$60,000 to $74,999"
"581","ind1520","1858","15-17","m","$50,000 to $59,999"
"582","ind1521","1917","15-17","m","$60,000 to $74,999"
"583","ind1522","1919","15-17","m","$60,000 to $74,999"
"584","ind1523","1808","15-17","m","$50,000 to $59,999"
"585","ind1524","1822","15-17","m","$50,000 to $59,999"
"586","ind1525","1940","15-17","m","$60,000 to $74,999"
"587","ind1526","1851","15-17","m","$50,000 to $59,999"
"588","ind1527","1667","15-17","m","$40,000 to $44,999"
"589","ind1528","1907","15-17","m","$60,000 to $74,999"
"590","ind1529","1659","15-17","m","$50,000 to $59,999"
"591","ind153","1972","15-17","m","$60,000 to $74,999"
"592","ind1530","1760","15-17","m","$50,000 to $59,999"
"593","ind1531","1641","15-17","m","$40,000 to $44,999"
"594","ind1532","1586","15-17","m","$35,000 to $39,999"
"595","ind1533","1879","15-17","m","$60,000 to $74,999"
"596","ind1534","1718","15-17","m","$45,000 to $49,999"
"597","ind1535","1631","15-17","m","$45,000 to $49,999"
"598","ind1536","1987","15-17","m","$75,000 to $99,999"
"599","ind1537","1595","15-17","m","$35,000 to $39,999"
"600","ind1538","1459","15-17","m","$25,000 to $29,999"
"601","ind1539","1759","15-17","m","$50,000 to $59,999"
"602","ind154","1632","15-17","m","$35,000 to $39,999"
"603","ind1540","1698","15-17","m","$50,000 to $59,999"
"604","ind1541","2020","15-17","m","$100,000 to $124,999"
"605","ind1542","1998","15-17","m","$75,000 to $99,999"
"606","ind1543","2000","15-17","m","$75,000 to $99,999"
"607","ind1544","1923","15-17","m","$60,000 to $74,999"
"608","ind1545","1920","15-17","m","$60,000 to $74,999"
"609","ind1546","1997","15-17","m","$75,000 to $99,999"
"610","ind1547","1897","15-17","m","$60,000 to $74,999"
"611","ind1548","1760","15-17","m","$50,000 to $59,999"
"612","ind1549","1955","15-17","m","$60,000 to $74,999"
"613","ind155","1589","15-17","m","$35,000 to $39,999"
"614","ind1550","1814","15-17","m","$50,000 to $59,999"
"615","ind1551","1603","15-17","m","$40,000 to $44,999"
"616","ind1552","2015","15-17","m","$100,000 to $124,999"
"617","ind1553","1646","15-17","m","$40,000 to $44,999"
"618","ind1554","1849","15-17","m","$50,000 to $59,999"
"619","ind1555","1660","15-17","m","$40,000 to $44,999"
"620","ind1556","1930","15-17","m","$60,000 to $74,999"
"621","ind1557","1777","15-17","m","$50,000 to $59,999"
"622","ind1558","1978","15-17","m","$75,000 to $99,999"
"623","ind1559","1625","15-17","m","$35,000 to $39,999"
"624","ind156","2026","15-17","m","$100,000 to $124,999"
"625","ind1560","1974","15-17","m","$10,000 to $14,999"
"626","ind1561","1953","15-17","m","$60,000 to $74,999"
"627","ind1562","1705","15-17","m","$45,000 to $49,999"
"628","ind1563","1726","15-17","m","$45,000 to $49,999"
"629","ind1564","1810","15-17","m","$50,000 to $59,999"
"630","ind1565","1914","15-17","m","$60,000 to $74,999"
"631","ind1566","1790","15-17","m","$50,000 to $59,999"
"632","ind1567","1715","15-17","m","$45,000 to $49,999"
"633","ind1568","1787","15-17","m","$50,000 to $59,999"
"634","ind1569","1929","15-17","m","$60,000 to $74,999"
"635","ind157","1664","15-17","m","$40,000 to $44,999"
"636","ind1570","1986","15-17","m","$75,000 to $99,999"
"637","ind1571","1746","15-17","m","$50,000 to $59,999"
"638","ind1572","1785","15-17","m","$50,000 to $59,999"
"639","ind1573","1868","15-17","m","$60,000 to $74,999"
"640","ind1574","1990","15-17","m","$60,000 to $74,999"
"641","ind1575","1707","15-17","m","$45,000 to $49,999"
"642","ind1576","1456","15-17","m","$25,000 to $29,999"
"643","ind1577","1708","15-17","m","$45,000 to $49,999"
"644","ind1578","1736","15-17","m","$45,000 to $49,999"
"645","ind1579","1985","15-17","m","$75,000 to $99,999"
"646","ind158","1695","15-17","m","$45,000 to $49,999"
"647","ind1580","1975","15-17","m","$60,000 to $74,999"
"648","ind1581","1913","15-17","m","$60,000 to $74,999"
"649","ind1582","2024","15-17","m","$25,000 to $29,999"
"650","ind1583","1941","15-17","m","$60,000 to $74,999"
"651","ind1584","1616","15-17","m","$35,000 to $39,999"
"652","ind1585","1568","15-17","m","$40,000 to $44,999"
"653","ind1586","1911","15-17","m","$60,000 to $74,999"
"654","ind1587","1837","15-17","m","$50,000 to $59,999"
"655","ind1588","1611","15-17","m","$35,000 to $39,999"
"656","ind1589","2025","15-17","m","$100,000 to $124,999"
"657","ind159","1653","15-17","m","$40,000 to $44,999"
"658","ind1590","1764","15-17","m","$50,000 to $59,999"
"659","ind1591","1874","15-17","m","$10,000 to $14,999"
"660","ind1592","1893","15-17","m","$60,000 to $74,999"
"661","ind1593","1803","15-17","m","$60,000 to $74,999"
"662","ind1594","1857","15-17","m","$50,000 to $59,999"
"663","ind1595","1630","15-17","m","$35,000 to $39,999"
"664","ind1596","1848","15-17","m","$60,000 to $74,999"
"665","ind1597","1802","15-17","m","$50,000 to $59,999"
"666","ind1598","1887","15-17","m","$10,000 to $14,999"
"667","ind1599","1838","15-17","m","$50,000 to $59,999"
"668","ind16","1680","15-17","m","$40,000 to $44,999"
"669","ind160","1783","15-17","m","$50,000 to $59,999"
"670","ind1600","1576","15-17","m","$35,000 to $39,999"
"671","ind1601","1937","15-17","m","$60,000 to $74,999"
"672","ind1602","2018","15-17","m","$60,000 to $74,999"
"673","ind1603","1990","15-17","m","$60,000 to $74,999"
"674","ind1604","1693","15-17","m","$45,000 to $49,999"
"675","ind1605","1805","15-17","m","$50,000 to $59,999"
"676","ind1606","1621","15-17","m","$10,000 to $14,999"
"677","ind1607","1468","15-17","m","$35,000 to $39,999"
"678","ind1608","1773","15-17","m","$50,000 to $59,999"
"679","ind1609","1804","15-17","m","$50,000 to $59,999"
"680","ind161","1722","15-17","m","$45,000 to $49,999"
"681","ind1610","1873","15-17","m","$60,000 to $74,999"
"682","ind1611","1934","15-17","m","$60,000 to $74,999"
"683","ind1612","1612","15-17","m","$35,000 to $39,999"
"684","ind1613","1855","15-17","m","$50,000 to $59,999"
"685","ind1614","1982","15-17","m","$75,000 to $99,999"
"686","ind1615","1826","15-17","m","$50,000 to $59,999"
"687","ind1616","1801","15-17","m","$50,000 to $59,999"
"688","ind1617","1799","15-17","m","$50,000 to $59,999"
"689","ind1618","1917","15-17","m","$60,000 to $74,999"
"690","ind1619","1759","15-17","m","$50,000 to $59,999"
"691","ind162","1750","15-17","m","$50,000 to $59,999"
"692","ind1620","1881","15-17","m","$60,000 to $74,999"
"693","ind1621","1766","15-17","m","$50,000 to $59,999"
"694","ind1622","1741","15-17","m","$45,000 to $49,999"
"695","ind1623","1625","15-17","m","$35,000 to $39,999"
"696","ind1624","1941","15-17","m","$60,000 to $74,999"
"697","ind1625","1982","15-17","m","$75,000 to $99,999"
"698","ind1626","1940","15-17","m","$60,000 to $74,999"
"699","ind1627","1853","15-17","m","$60,000 to $74,999"
"700","ind1628","1996","15-17","m","$60,000 to $74,999"
"701","ind1629","1939","15-17","m","$60,000 to $74,999"
"702","ind163","1437","15-17","m","$35,000 to $39,999"
"703","ind1630","1736","15-17","m","$45,000 to $49,999"
"704","ind1631","1381","18-19","m","$35,000 to $39,999"
"705","ind1632","1767","18-19","m","$50,000 to $59,999"
"706","ind1633","2072","18-19","m",NA
"707","ind1634","1416","18-19","m","$25,000 to $29,999"
"708","ind1635","1559","18-19","m","$40,000 to $44,999"
"709","ind1636","2069","18-19","m",NA
"710","ind1637","1845","18-19","m","$60,000 to $74,999"
"711","ind1638","1339","18-19","m","$35,000 to $39,999"
"712","ind1639","1077","18-19","m","Less than $10,000"
"713","ind164","1208","18-19","m","Less than $10,000"
"714","ind1640","2059","18-19","m",NA
"715","ind1641","1984","18-19","m","$10,000 to $14,999"
"716","ind1642","1699","20-20","m","$45,000 to $49,999"
"717","ind1643","1305","20-20","m","$35,000 to $39,999"
"718","ind1644","2044","20-20","m",NA
"719","ind1645","2063","20-20","m",NA
"720","ind1646","1910","20-20","m","$60,000 to $74,999"
"721","ind1647","1143","20-20","m","Less than $10,000"
"722","ind1648","1354","20-20","m","$10,000 to $14,999"
"723","ind1649",NA,"20-20","m",NA
"724","ind165","9","20-20","m","$60,000 to $74,999"
"725","ind1650","1110","20-20","m","Less than $10,000"
"726","ind1651","1341","20-20","m","$10,000 to $14,999"
"727","ind1652","2102","20-20","m",NA
"728","ind1653","1325","20-20","m","$10,000 to $14,999"
"729","ind1654","1249","20-20","m","$35,000 to $39,999"
"730","ind1655","1501","20-20","m","$35,000 to $39,999"
"731","ind1656","1405","20-20","m","$25,000 to $29,999"
"732","ind1657","2092","20-20","m",NA
"733","ind1658","2098","20-20","m",NA
"734","ind1659","1888","20-20","m","$10,000 to $14,999"
"735","ind166","1101","20-20","m","Less than $10,000"
"736","ind1660","1090","20-20","m","Less than $10,000"
"737","ind1661","2074","20-20","m",NA
"738","ind1662","1621","20-20","m","$10,000 to $14,999"
"739","ind1663","1874","20-20","m","$10,000 to $14,999"
"740","ind1664","1577","20-20","m","$40,000 to $44,999"
"741","ind1665",NA,"20-20","m",NA
"742","ind1666","2","20-20","m","$25,000 to $29,999"
"743","ind1667","1681","20-20","m","$50,000 to $59,999"
"744","ind1668","2037","20-20","m",NA
"745","ind1669","1605","20-20","m","$40,000 to $44,999"
"746","ind167","1580","20-20","m","$40,000 to $44,999"
"747","ind1670","1196","20-20","m","Less than $10,000"
"748","ind1671","1792","20-20","m","$50,000 to $59,999"
"749","ind1672","1288","20-20","m","$10,000 to $14,999"
"750","ind1673","1639","20-20","m","$50,000 to $59,999"
"751","ind1674","2033","20-20","m",NA
"752","ind1675","1360","20-20","m","$15,000 to $19,999"
"753","ind1676","1121","20-20","m","Less than $10,000"
"754","ind1677",NA,"20-20","m",NA
"755","ind1678","1472","20-20","m","$30,000 to $34,999"
"756","ind1679","4","20-20","m","$60,000 to $74,999"
"757","ind168","1477","20-20","m","$30,000 to $34,999"
"758","ind1680",NA,"20-20","m",NA
"759","ind1681","1340","20-20","m","$10,000 to $14,999"
"760","ind1682","1383","20-20","m","$35,000 to $39,999"
"761","ind1683",NA,"20-20","m",NA
"762","ind1684","1689","20-20","m","$45,000 to $49,999"
"763","ind1685","2024","20-20","m","$25,000 to $29,999"
"764","ind1686","1929","20-20","m","$60,000 to $74,999"
"765","ind1687","1806","20-20","m","$10,000 to $14,999"
"766","ind1688","1319","20-20","m","$10,000 to $14,999"
"767","ind1689","1514","20-20","m","$30,000 to $34,999"
"768","ind169","1131","20-20","m","Less than $10,000"
"769","ind1690","2052","20-20","m",NA
"770","ind1691","1830","20-20","m","$60,000 to $74,999"
"771","ind1692","8","20-20","m","$60,000 to $74,999"
"772","ind1693","1795","20-20","m","$50,000 to $59,999"
"773","ind1694",NA,"20-20","m",NA
"774","ind1695","1620","20-20","m","$40,000 to $44,999"
"775","ind1696","2097","20-20","m",NA
"776","ind1697","2045","20-20","m",NA
"777","ind1698","1227","20-20","m","$20,000 to $24,999"
"778","ind1699","1177","20-20","m","Less than $10,000"
"779","ind17","1860","20-20","m","$10,000 to $14,999"
"780","ind170","2091","20-20","m",NA
"781","ind1700","1787","20-20","m","$50,000 to $59,999"
"782","ind1701","2102","20-20","m",NA
"783","ind1702","1466","20-20","m","$10,000 to $14,999"
"784","ind1703","1376","20-20","m","$35,000 to $39,999"
"785","ind1704","1222","20-20","m","Less than $10,000"
"786","ind1705","1878","20-20","m","$60,000 to $74,999"
"787","ind1706","1461","20-20","m","$10,000 to $14,999"
"788","ind1707","1873","20-20","m","$60,000 to $74,999"
"789","ind1708","1617","20-20","m","$35,000 to $39,999"
"790","ind1709","1573","20-20","m","$35,000 to $39,999"
"791","ind171","1092","20-20","m","Less than $10,000"
"792","ind1710","1401","20-20","m","$35,000 to $39,999"
"793","ind1711","1926","20-20","m","$60,000 to $74,999"
"794","ind1712","1469","20-20","m","$10,000 to $14,999"
"795","ind1713","1311","20-20","m","$35,000 to $39,999"
"796","ind1714","1533","20-20","m","$35,000 to $39,999"
"797","ind1715",NA,"20-20","m",NA
"798","ind1716","2002","20-20","m","$25,000 to $29,999"
"799","ind1717","1226","20-20","m","$10,000 to $14,999"
"800","ind1718","1633","20-20","m","$35,000 to $39,999"
"801","ind1719","1078","20-20","m","Less than $10,000"
"802","ind172","2064","21-21","m",NA
"803","ind1720","1210","21-21","m","Less than $10,000"
"804","ind1721","1157","21-21","m","Less than $10,000"
"805","ind1722","1660","21-21","m","$40,000 to $44,999"
"806","ind1723","1652","21-21","m","$50,000 to $59,999"
"807","ind1724","1511","21-21","m","$30,000 to $34,999"
"808","ind1725","1532","21-21","m","$10,000 to $14,999"
"809","ind1726","1375","21-21","m","$35,000 to $39,999"
"810","ind1727","1141","21-21","m","Less than $10,000"
"811","ind1728","1974","21-21","m","$10,000 to $14,999"
"812","ind1729",NA,"21-21","m",NA
"813","ind173","1","21-21","m","Less than $10,000"
"814","ind1730",NA,"21-21","m",NA
"815","ind1731",NA,"21-21","m",NA
"816","ind1732","1380","21-21","m","$35,000 to $39,999"
"817","ind1733","1458","21-21","m","$10,000 to $14,999"
"818","ind1734","1291","22-24","m","$10,000 to $14,999"
"819","ind1735",NA,"22-24","m",NA
"820","ind1736","1238","22-24","m","$20,000 to $24,999"
"821","ind1737","1684","22-24","m","$45,000 to $49,999"
"822","ind1738","1270","22-24","m","$10,000 to $14,999"
"823","ind1739","2040","22-24","m",NA
"824","ind174","1884","22-24","m","$60,000 to $74,999"
"825","ind1740","1170","22-24","m","Less than $10,000"
"826","ind1741","2094","22-24","m",NA
"827","ind1742","1179","22-24","m","Less than $10,000"
"828","ind1743","1364","22-24","m","$20,000 to $24,999"
"829","ind1744","1112","22-24","m","Less than $10,000"
"830","ind1745","1197","22-24","m","Less than $10,000"
"831","ind1746","1628","22-24","m","$40,000 to $44,999"
