"","Ind","age","sex","house","income"
"498","ind226","40-44","m","3600","$50,000 to $59,999"
"499","ind2273","40-44","m","3601","$50,000 to $59,999"
"500","ind221","40-44","m","3613","$50,000 to $59,999"
"501","ind1465","30-34","m","3614","$50,000 to $59,999"
"502","ind69","35-39","f","3616","$50,000 to $59,999"
"503","ind1579","30-34","m","3625","$50,000 to $59,999"
"504","ind1382","25-29","m","3627","$50,000 to $59,999"
"505","ind7177","40-44","f","3632","$50,000 to $59,999"
"506","ind1623","30-34","m","3633","$50,000 to $59,999"
"507","ind1843","35-39","m","3636","$50,000 to $59,999"
"508","ind1773","35-39","m","3637","$50,000 to $59,999"
"509","ind6345","25-29","f","3638","$50,000 to $59,999"
"510","ind219","40-44","m","364","$50,000 to $59,999"
"511","ind1547","30-34","m","3640","$50,000 to $59,999"
"512","ind2080","40-44","m","3641","$50,000 to $59,999"
"513","ind6311","25-29","f","3658","$50,000 to $59,999"
"514","ind1903","35-39","m","3659","$50,000 to $59,999"
"515","ind1761","35-39","m","366","$50,000 to $59,999"
"516","ind1815","35-39","m","3668","$50,000 to $59,999"
"517","ind11490","25-29","m","3669","$50,000 to $59,999"
"518","ind2029","40-44","m","3670","$50,000 to $59,999"
"519","ind1472","30-34","m","3677","$50,000 to $59,999"
"520","ind1400","30-34","m","3681","$50,000 to $59,999"
"521","ind1919","35-39","m","3683","$50,000 to $59,999"
"522","ind7108","40-44","f","3684","$50,000 to $59,999"
"523","ind1169","25-29","m","3687","$50,000 to $59,999"
"524","ind1643","30-34","m","3693","$50,000 to $59,999"
"525","ind2116","40-44","m","3697","$50,000 to $59,999"
"526","ind6957","35-39","f","3699","$50,000 to $59,999"
"527","ind1205","25-29","m","37","$50,000 to $59,999"
"528","ind1874","35-39","m","3702","$50,000 to $59,999"
"529","ind1605","30-34","m","3713","$50,000 to $59,999"
"530","ind6442","30-34","f","3719","$50,000 to $59,999"
"531","ind2091","40-44","m","372","$50,000 to $59,999"
"532","ind1529","30-34","m","3722","$50,000 to $59,999"
"533","ind1310","25-29","m","3724","$50,000 to $59,999"
"534","ind178","35-39","m","373","$50,000 to $59,999"
"535","ind194","35-39","m","3730","$50,000 to $59,999"
"536","ind1667","30-34","m","3749","$50,000 to $59,999"
"537","ind1807","35-39","m","3759","$50,000 to $59,999"
"538","ind1897","35-39","m","3767","$50,000 to $59,999"
"539","ind1595","30-34","m","3768","$50,000 to $59,999"
"540","ind1930","35-39","m","3770","$50,000 to $59,999"
"541","ind1986","40-44","m","3775","$50,000 to $59,999"
"542","ind6219","25-29","f","3776","$50,000 to $59,999"
"543","ind1373","25-29","m","3786","$50,000 to $59,999"
"544","ind1193","25-29","m","3789","$50,000 to $59,999"
"545","ind1223","25-29","m","3793","$50,000 to $59,999"
"546","ind1519","30-34","m","3794","$50,000 to $59,999"
"547","ind6826","35-39","f","3797","$50,000 to $59,999"
"548","ind1307","25-29","m","3798","$50,000 to $59,999"
"549","ind1550","30-34","m","38","$50,000 to $59,999"
"550","ind1183","25-29","m","3800","$50,000 to $59,999"
"551","ind2035","40-44","m","3802","$50,000 to $59,999"
"552","ind1787","35-39","m","3809","$50,000 to $59,999"
"553","ind1211","25-29","m","3813","$50,000 to $59,999"
"554","ind1907","35-39","m","3816","$50,000 to $59,999"
"555","ind6855","35-39","f","3817","$50,000 to $59,999"
"556","ind2229","40-44","m","3819","$50,000 to $59,999"
"557","ind1440","30-34","m","3825","$50,000 to $59,999"
"558","ind6721","30-34","f","3828","$50,000 to $59,999"
"559","ind2214","40-44","m","3829","$50,000 to $59,999"
"560","ind2101","40-44","m","3833","$50,000 to $59,999"
"561","ind220","40-44","m","3850","$50,000 to $59,999"
"562","ind2006","40-44","m","3867","$50,000 to $59,999"
"563","ind1484","30-34","m","3868","$50,000 to $59,999"
"564","ind2000","40-44","m","3881","$50,000 to $59,999"
"565","ind6213","25-29","f","3885","$50,000 to $59,999"
"566","ind1295","25-29","m","3893","$50,000 to $59,999"
"567","ind121","25-29","m","3896","$50,000 to $59,999"
"568","ind7193","40-44","f","3902","$50,000 to $59,999"
"569","ind6665","30-34","f","3908","$50,000 to $59,999"
"570","ind1648","30-34","m","3910","$50,000 to $59,999"
"571","ind1981","40-44","m","3913","$50,000 to $59,999"
"572","ind1545","30-34","m","3917","$50,000 to $59,999"
"573","ind1704","30-34","m","3918","$50,000 to $59,999"
"574","ind1726","35-39","m","392","$50,000 to $59,999"
"575","ind7139","40-44","f","3921","$50,000 to $59,999"
"576","ind1281","25-29","m","3924","$50,000 to $59,999"
"577","ind1766","35-39","m","3931","$50,000 to $59,999"
"578","ind1362","25-29","m","3933","$50,000 to $59,999"
"579","ind1952","35-39","m","3934","$50,000 to $59,999"
"580","ind6217","25-29","f","3936","$50,000 to $59,999"
"581","ind214","40-44","m","394","$50,000 to $59,999"
"582","ind1611","30-34","m","3940","$50,000 to $59,999"
"583","ind1819","35-39","m","3944","$50,000 to $59,999"
"584","ind2184","40-44","m","3951","$50,000 to $59,999"
"585","ind1565","30-34","m","3955","$50,000 to $59,999"
"586","ind11532","25-29","m","3959","$50,000 to $59,999"
"587","ind2196","40-44","m","396","$50,000 to $59,999"
"588","ind6436","30-34","f","3960","$50,000 to $59,999"
"589","ind1300","25-29","m","3965","$50,000 to $59,999"
"590","ind1993","40-44","m","3971","$50,000 to $59,999"
"591","ind1517","30-34","m","3973","$50,000 to $59,999"
"592","ind1688","30-34","m","3976","$50,000 to $59,999"
"593","ind2236","40-44","m","3978","$50,000 to $59,999"
"594","ind7001","35-39","f","3985","$50,000 to $59,999"
"595","ind2066","40-44","m","3986","$50,000 to $59,999"
"596","ind1670","30-34","m","3997","$50,000 to $59,999"
"597","ind11511","25-29","m","3998","$60,000 to $74,999"
"598","ind11446","25-29","m","4","$60,000 to $74,999"
"599","ind1437","30-34","m","40","$60,000 to $74,999"
"600","ind144","30-34","m","4000","$60,000 to $74,999"
"601","ind1717","30-34","m","4003","$60,000 to $74,999"
"602","ind1278","25-29","m","4013","$60,000 to $74,999"
"603","ind158","30-34","m","4029","$60,000 to $74,999"
"604","ind2070","40-44","m","403","$60,000 to $74,999"
"605","ind6255","25-29","f","4030","$60,000 to $74,999"
"606","ind1653","30-34","m","4031","$60,000 to $74,999"
"607","ind2057","40-44","m","4034","$60,000 to $74,999"
"608","ind7196","40-44","f","4040","$60,000 to $74,999"
"609","ind1323","25-29","m","4054","$60,000 to $74,999"
"610","ind2115","40-44","m","4056","$60,000 to $74,999"
"611","ind1749","35-39","m","4061","$60,000 to $74,999"
"612","ind1774","35-39","m","4062","$60,000 to $74,999"
"613","ind1597","30-34","m","4064","$60,000 to $74,999"
"614","ind11440","25-29","m","4065","$60,000 to $74,999"
"615","ind1821","35-39","m","4074","$60,000 to $74,999"
"616","ind1578","30-34","m","4075","$60,000 to $74,999"
"617","ind11469","25-29","m","4083","$60,000 to $74,999"
"618","ind2131","40-44","m","4092","$60,000 to $74,999"
"619","ind1475","30-34","m","4094","$60,000 to $74,999"
"620","ind7011","40-44","f","4096","$60,000 to $74,999"
"621","ind1542","30-34","m","4099","$60,000 to $74,999"
"622","ind2194","40-44","m","411","$60,000 to $74,999"
"623","ind1795","35-39","m","4113","$60,000 to $74,999"
"624","ind1158","25-29","m","4120","$60,000 to $74,999"
"625","ind1269","25-29","m","4127","$60,000 to $74,999"
"626","ind217","40-44","m","413","$60,000 to $74,999"
"627","ind1636","30-34","m","4130","$60,000 to $74,999"
"628","ind132","25-29","m","4134","$60,000 to $74,999"
"629","ind2092","40-44","m","4137","$60,000 to $74,999"
"630","ind1842","35-39","m","414","$60,000 to $74,999"
"631","ind136","25-29","m","4142","$60,000 to $74,999"
"632","ind1893","35-39","m","4153","$60,000 to $74,999"
"633","ind2182","40-44","m","4155","$60,000 to $74,999"
"634","ind1423","30-34","m","4157","$60,000 to $74,999"
"635","ind204","40-44","m","4162","$60,000 to $74,999"
"636","ind1983","40-44","m","4163","$60,000 to $74,999"
"637","ind2019","40-44","m","4164","$60,000 to $74,999"
"638","ind7238","40-44","f","4170","$60,000 to $74,999"
"639","ind1592","30-34","m","4176","$60,000 to $74,999"
"640","ind6374","25-29","f","4183","$60,000 to $74,999"
"641","ind1453","30-34","m","4186","$60,000 to $74,999"
"642","ind1852","35-39","m","419","$60,000 to $74,999"
"643","ind7054","40-44","f","4194","$60,000 to $74,999"
"644","ind1767","35-39","m","4195","$60,000 to $74,999"
"645","ind1364","25-29","m","42","$60,000 to $74,999"
"646","ind1411","30-34","m","4200","$60,000 to $74,999"
"647","ind1348","25-29","m","4203","$60,000 to $74,999"
"648","ind160","30-34","m","4209","$60,000 to $74,999"
"649","ind1710","30-34","m","4210","$60,000 to $74,999"
"650","ind1165","25-29","m","4211","$60,000 to $74,999"
"651","ind198","35-39","m","423","$60,000 to $74,999"
"652","ind6759","35-39","f","4242","$60,000 to $74,999"
"653","ind1583","30-34","m","4245","$60,000 to $74,999"
"654","ind1526","30-34","m","4247","$60,000 to $74,999"
"655","ind127","25-29","m","4249","$60,000 to $74,999"
"656","ind1859","35-39","m","4250","$60,000 to $74,999"
"657","ind1354","25-29","m","4251","$60,000 to $74,999"
"658","ind1430","30-34","m","4258","$60,000 to $74,999"
"659","ind2106","40-44","m","4261","$60,000 to $74,999"
"660","ind6423","25-29","f","4273","$60,000 to $74,999"
"661","ind1687","30-34","m","4280","$60,000 to $74,999"
"662","ind1916","35-39","m","4282","$60,000 to $74,999"
"663","ind1627","30-34","m","4283","$60,000 to $74,999"
"664","ind6174","25-29","f","4286","$60,000 to $74,999"
"665","ind6956","35-39","f","4287","$60,000 to $74,999"
"666","ind2023","40-44","m","429","$60,000 to $74,999"
"667","ind7163","40-44","f","4294","$60,000 to $74,999"
"668","ind7039","40-44","f","4295","$60,000 to $74,999"
"669","ind6758","35-39","f","4296","$60,000 to $74,999"
"670","ind7063","40-44","f","4297","$60,000 to $74,999"
"671","ind6963","35-39","f","4298","$60,000 to $74,999"
"672","ind6465","30-34","f","4299","$60,000 to $74,999"
"673","ind1546","30-34","m","43","$60,000 to $74,999"
"674","ind1870","35-39","m","430","$60,000 to $74,999"
"675","ind7120","40-44","f","4301","$60,000 to $74,999"
"676","ind718","40-44","f","4304","$60,000 to $74,999"
"677","ind6398","25-29","f","4313","$60,000 to $74,999"
"678","ind6771","35-39","f","4316","$60,000 to $74,999"
"679","ind6954","35-39","f","4317","$60,000 to $74,999"
"680","ind6638","30-34","f","4318","$60,000 to $74,999"
"681","ind6183","25-29","f","4321","$60,000 to $74,999"
"682","ind6233","25-29","f","4325","$60,000 to $74,999"
"683","ind7014","40-44","f","4331","$60,000 to $74,999"
"684","ind6555","30-34","f","4332","$60,000 to $74,999"
"685","ind7239","40-44","f","4336","$60,000 to $74,999"
"686","ind716","40-44","f","4341","$60,000 to $74,999"
"687","ind6737","35-39","f","4343","$60,000 to $74,999"
"688","ind6865","35-39","f","4345","$60,000 to $74,999"
"689","ind6781","35-39","f","4350","$60,000 to $74,999"
"690","ind6553","30-34","f","4352","$60,000 to $74,999"
"691","ind6446","30-34","f","4353","$60,000 to $74,999"
"692","ind6562","30-34","f","4356","$60,000 to $74,999"
"693","ind6716","30-34","f","4358","$60,000 to $74,999"
"694","ind6787","35-39","f","4359","$60,000 to $74,999"
"695","ind6528","30-34","f","4360","$60,000 to $74,999"
"696","ind6794","35-39","f","4362","$60,000 to $74,999"
"697","ind7155","40-44","f","4364","$60,000 to $74,999"
"698","ind6674","30-34","f","4369","$60,000 to $74,999"
"699","ind6919","35-39","f","4370","$60,000 to $74,999"
"700","ind7057","40-44","f","4373","$60,000 to $74,999"
"701","ind6403","25-29","f","4375","$60,000 to $74,999"
"702","ind7246","40-44","f","4379","$75,000 to $99,999"
"703","ind2189","40-44","m","438","$75,000 to $99,999"
"704","ind6856","35-39","f","4380","$75,000 to $99,999"
"705","ind6535","30-34","f","4381","$75,000 to $99,999"
"706","ind6457","30-34","f","4386","$75,000 to $99,999"
"707","ind721","40-44","f","4388","$75,000 to $99,999"
"708","ind6941","35-39","f","4389","$75,000 to $99,999"
"709","ind1922","35-39","m","439","$75,000 to $99,999"
"710","ind7072","40-44","f","4392","$75,000 to $99,999"
"711","ind6489","30-34","f","4394","$75,000 to $99,999"
"712","ind6544","30-34","f","4395","$75,000 to $99,999"
"713","ind6452","30-34","f","4396","$75,000 to $99,999"
"714","ind6725","30-34","f","4397","$75,000 to $99,999"
"715","ind1603","30-34","m","44","$75,000 to $99,999"
"716","ind6590","30-34","f","4404","$75,000 to $99,999"
"717","ind6475","30-34","f","4406","$75,000 to $99,999"
"718","ind6980","35-39","f","4408","$75,000 to $99,999"
"719","ind6969","35-39","f","4409","$75,000 to $99,999"
"720","ind7073","40-44","f","4411","$75,000 to $99,999"
"721","ind7158","40-44","f","4414","$75,000 to $99,999"
"722","ind6369","25-29","f","4415","$75,000 to $99,999"
"723","ind6197","25-29","f","4417","$75,000 to $99,999"
"724","ind7244","40-44","f","4419","$75,000 to $99,999"
"725","ind6506","30-34","f","4421","$75,000 to $99,999"
"726","ind696","35-39","f","4423","$75,000 to $99,999"
"727","ind6812","35-39","f","4427","$75,000 to $99,999"
"728","ind6315","25-29","f","4432","$75,000 to $99,999"
"729","ind6746","35-39","f","4433","$75,000 to $99,999"
"730","ind6986","35-39","f","4437","$75,000 to $99,999"
"731","ind64","25-29","f","4438","$75,000 to $99,999"
"732","ind6344","25-29","f","4443","$75,000 to $99,999"
"733","ind6191","25-29","f","4446","$75,000 to $99,999"
"734","ind617","25-29","f","4447","$75,000 to $99,999"
"735","ind6958","35-39","f","4451","$75,000 to $99,999"
"736","ind6164","25-29","f","4453","$75,000 to $99,999"
"737","ind6370","25-29","f","4455","$75,000 to $99,999"
"738","ind6139","25-29","f","4456","$75,000 to $99,999"
"739","ind6384","25-29","f","4457","$75,000 to $99,999"
"740","ind7047","40-44","f","4458","$75,000 to $99,999"
"741","ind6878","35-39","f","4459","$75,000 to $99,999"
"742","ind2208","40-44","m","446","$75,000 to $99,999"
"743","ind6180","25-29","f","4465","$75,000 to $99,999"
"744","ind6491","30-34","f","4466","$75,000 to $99,999"
"745","ind6691","30-34","f","4467","$75,000 to $99,999"
"746","ind6851","35-39","f","4469","$75,000 to $99,999"
"747","ind6391","25-29","f","4470","$75,000 to $99,999"
"748","ind6324","25-29","f","4471","$75,000 to $99,999"
"749","ind6846","35-39","f","4476","$75,000 to $99,999"
"750","ind7118","40-44","f","4478","$75,000 to $99,999"
"751","ind6743","35-39","f","4481","$75,000 to $99,999"
"752","ind7093","40-44","f","4483","$75,000 to $99,999"
"753","ind6760","35-39","f","4484","$75,000 to $99,999"
"754","ind6870","35-39","f","4487","$75,000 to $99,999"
"755","ind6640","30-34","f","4493","$75,000 to $99,999"
"756","ind6583","30-34","f","4494","$75,000 to $99,999"
"757","ind6577","30-34","f","4495","$75,000 to $99,999"
"758","ind650","30-34","f","4497","$75,000 to $99,999"
"759","ind7025","40-44","f","4498","$75,000 to $99,999"
"760","ind11455","25-29","m","45","$75,000 to $99,999"
"761","ind6181","25-29","f","4503","$75,000 to $99,999"
"762","ind6580","30-34","f","4504","$75,000 to $99,999"
"763","ind6594","30-34","f","4505","$75,000 to $99,999"
"764","ind6688","30-34","f","4506","$75,000 to $99,999"
"765","ind7127","40-44","f","4507","$75,000 to $99,999"
"766","ind6304","25-29","f","4510","$75,000 to $99,999"
"767","ind7053","40-44","f","4514","$75,000 to $99,999"
"768","ind6265","25-29","f","4517","$75,000 to $99,999"
"769","ind6840","35-39","f","4518","$75,000 to $99,999"
"770","ind6380","25-29","f","4520","$75,000 to $99,999"
"771","ind6602","30-34","f","4521","$75,000 to $99,999"
"772","ind6767","35-39","f","4522","$75,000 to $99,999"
"773","ind6527","30-34","f","4525","$75,000 to $99,999"
"774","ind6435","25-29","f","4526","$75,000 to $99,999"
"775","ind6248","25-29","f","4531","$75,000 to $99,999"
"776","ind6586","30-34","f","4533","$75,000 to $99,999"
"777","ind6144","25-29","f","4540","$75,000 to $99,999"
"778","ind6351","25-29","f","4541","$75,000 to $99,999"
"779","ind7012","40-44","f","4543","$75,000 to $99,999"
"780","ind6485","30-34","f","4545","$75,000 to $99,999"
"781","ind714","40-44","f","4546","$75,000 to $99,999"
"782","ind6660","30-34","f","4547","$75,000 to $99,999"
"783","ind6666","30-34","f","4552","$75,000 to $99,999"
"784","ind6932","35-39","f","4555","$75,000 to $99,999"
"785","ind6774","35-39","f","4556","$75,000 to $99,999"
"786","ind6805","35-39","f","4560","$75,000 to $99,999"
"787","ind6613","30-34","f","4564","$75,000 to $99,999"
"788","ind7086","40-44","f","4567","$75,000 to $99,999"
"789","ind6158","25-29","f","4572","$75,000 to $99,999"
"790","ind6230","25-29","f","4575","$75,000 to $99,999"
"791","ind6386","25-29","f","4576","$75,000 to $99,999"
"792","ind6645","30-34","f","4579","$75,000 to $99,999"
"793","ind7159","40-44","f","4580","$75,000 to $99,999"
"794","ind6802","35-39","f","4582","$75,000 to $99,999"
"795","ind6493","30-34","f","4585","$75,000 to $99,999"
"796","ind6305","25-29","f","4589","$75,000 to $99,999"
"797","ind1581","30-34","m","4591","$75,000 to $99,999"
"798","ind21","40-44","m","4595","$75,000 to $99,999"
"799","ind1162","25-29","m","4598","$75,000 to $99,999"
"800","ind1448","30-34","m","4599","$75,000 to $99,999"
"801","ind1963","35-39","m","460","$75,000 to $99,999"
"802","ind1457","30-34","m","4601","$75,000 to $99,999"
"803","ind2010","40-44","m","4606","$75,000 to $99,999"
"804","ind1227","25-29","m","4609","$75,000 to $99,999"
"805","ind156","30-34","m","4610","$75,000 to $99,999"
"806","ind1846","35-39","m","4614","$75,000 to $99,999"
"807","ind1978","35-39","m","4617","$75,000 to $99,999"
"808","ind1979","35-39","m","4618","$75,000 to $99,999"
"809","ind150","30-34","m","4622","$75,000 to $99,999"
"810","ind1302","25-29","m","4632","$75,000 to $99,999"
