"","Ind","age","sex","house","income"
"1958","ind3364","80-84","m","867","$50,000 to $59,999"
"1959","ind3157","70-74","m","868","$50,000 to $59,999"
"1960","ind3165","70-74","m","869","$50,000 to $59,999"
"1961","ind3349","80-84","m","87","$50,000 to $59,999"
"1962","ind3154","70-74","m","870","$50,000 to $59,999"
"1963","ind311","70-74","m","871","$50,000 to $59,999"
"1964","ind3283","75-79","m","872","$50,000 to $59,999"
"1965","ind3048","67-69","m","873","$50,000 to $59,999"
"1966","ind3231","75-79","m","874","$50,000 to $59,999"
"1967","ind3235","75-79","m","875","$50,000 to $59,999"
"1968","ind3325","80-84","m","876","$50,000 to $59,999"
"1969","ind317","70-74","m","877","$50,000 to $59,999"
"1970","ind3295","75-79","m","878","$50,000 to $59,999"
"1971","ind3121","70-74","m","879","$50,000 to $59,999"
"1972","ind3315","80-84","m","88","$50,000 to $59,999"
"1973","ind3073","67-69","m","880","$50,000 to $59,999"
"1974","ind3101","70-74","m","881","$50,000 to $59,999"
"1975","ind3166","70-74","m","882","$50,000 to $59,999"
"1976","ind3141","70-74","m","883","$50,000 to $59,999"
"1977","ind321","70-74","m","884","$50,000 to $59,999"
"1978","ind2935","67-69","m","885","$50,000 to $59,999"
"1979","ind3317","80-84","m","886","$50,000 to $59,999"
"1980","ind2921","67-69","m","887","$50,000 to $59,999"
"1981","ind3066","67-69","m","888","$50,000 to $59,999"
"1982","ind3149","70-74","m","889","$50,000 to $59,999"
"1983","ind3362","80-84","m","89","$50,000 to $59,999"
"1984","ind2959","67-69","m","890","$50,000 to $59,999"
"1985","ind2885","65-66","m","891","$50,000 to $59,999"
"1986","ind301","67-69","m","892","$50,000 to $59,999"
"1987","ind3356","80-84","m","893","$50,000 to $59,999"
"1988","ind3323","80-84","m","894","$50,000 to $59,999"
"1989","ind2891","65-66","m","895","$50,000 to $59,999"
"1990","ind2886","65-66","m","896","$50,000 to $59,999"
"1991","ind2873","65-66","m","897","$50,000 to $59,999"
"1992","ind2917","65-66","m","898","$50,000 to $59,999"
"1993","ind3064","67-69","m","899","$50,000 to $59,999"
"1994","ind3124","70-74","m","90","$50,000 to $59,999"
"1995","ind3222","75-79","m","900","$50,000 to $59,999"
"1996","ind2934","67-69","m","901","$50,000 to $59,999"
"1997","ind291","65-66","m","902","$50,000 to $59,999"
"1998","ind3091","70-74","m","903","$50,000 to $59,999"
"1999","ind3217","75-79","m","904","$50,000 to $59,999"
"2000","ind3107","70-74","m","905","$50,000 to $59,999"
"2001","ind3024","67-69","m","906","$50,000 to $59,999"
"2002","ind296","67-69","m","907","$50,000 to $59,999"
"2003","ind300","67-69","m","908","$50,000 to $59,999"
"2004","ind3139","70-74","m","909","$50,000 to $59,999"
"2005","ind336","80-84","m","91","$50,000 to $59,999"
"2006","ind3287","75-79","m","910","$50,000 to $59,999"
"2007","ind3014","67-69","m","911","$50,000 to $59,999"
"2008","ind3259","75-79","m","912","$50,000 to $59,999"
"2009","ind3031","67-69","m","913","$50,000 to $59,999"
"2010","ind335","80-84","m","914","$50,000 to $59,999"
"2011","ind2969","67-69","m","915","$50,000 to $59,999"
"2012","ind2896","65-66","m","916","$50,000 to $59,999"
"2013","ind305","67-69","m","917","$50,000 to $59,999"
"2014","ind3194","70-74","m","918","$50,000 to $59,999"
"2015","ind303","67-69","m","919","$50,000 to $59,999"
"2016","ind3017","67-69","m","92","$50,000 to $59,999"
"2017","ind293","67-69","m","920","$50,000 to $59,999"
"2018","ind2843","65-66","m","921","$50,000 to $59,999"
"2019","ind3205","70-74","m","922","$50,000 to $59,999"
"2020","ind2912","65-66","m","923","$50,000 to $59,999"
"2021","ind2881","65-66","m","924","$50,000 to $59,999"
"2022","ind3010","67-69","m","925","$50,000 to $59,999"
"2023","ind2856","65-66","m","926","$50,000 to $59,999"
"2024","ind3033","67-69","m","927","$50,000 to $59,999"
"2025","ind2962","67-69","m","928","$50,000 to $59,999"
"2026","ind3209","70-74","m","929","$50,000 to $59,999"
"2027","ind3248","75-79","m","93","$50,000 to $59,999"
"2028","ind310","70-74","m","930","$50,000 to $59,999"
"2029","ind3171","70-74","m","931","$60,000 to $74,999"
"2030","ind2847","65-66","m","932","$60,000 to $74,999"
"2031","ind3363","80-84","m","933","$60,000 to $74,999"
"2032","ind2899","65-66","m","934","$60,000 to $74,999"
"2033","ind3280","75-79","m","935","$60,000 to $74,999"
"2034","ind3196","70-74","m","936","$60,000 to $74,999"
"2035","ind333","80-84","m","937","$60,000 to $74,999"
"2036","ind3219","75-79","m","938","$60,000 to $74,999"
"2037","ind3036","67-69","m","939","$60,000 to $74,999"
"2038","ind2988","67-69","m","94","$60,000 to $74,999"
"2039","ind3111","70-74","m","940","$60,000 to $74,999"
"2040","ind3359","80-84","m","941","$60,000 to $74,999"
"2041","ind3134","70-74","m","942","$60,000 to $74,999"
"2042","ind3339","80-84","m","943","$60,000 to $74,999"
"2043","ind2882","65-66","m","944","$60,000 to $74,999"
"2044","ind2894","65-66","m","945","$60,000 to $74,999"
"2045","ind2974","67-69","m","946","$60,000 to $74,999"
"2046","ind2928","67-69","m","947","$60,000 to $74,999"
"2047","ind3025","67-69","m","948","$60,000 to $74,999"
"2048","ind2909","65-66","m","949","$60,000 to $74,999"
"2049","ind3307","75-79","m","95","$60,000 to $74,999"
"2050","ind3087","70-74","m","950","$60,000 to $74,999"
"2051","ind3277","75-79","m","951","$60,000 to $74,999"
"2052","ind3195","70-74","m","952","$60,000 to $74,999"
"2053","ind3266","75-79","m","953","$60,000 to $74,999"
"2054","ind3281","75-79","m","954","$60,000 to $74,999"
"2055","ind2980","67-69","m","955","$60,000 to $74,999"
"2056","ind3108","70-74","m","956","$60,000 to $74,999"
"2057","ind337","85-NA","m","957","$60,000 to $74,999"
"2058","ind2915","65-66","m","958","$60,000 to $74,999"
"2059","ind2954","67-69","m","959","$60,000 to $74,999"
"2060","ind3296","75-79","m","96","$60,000 to $74,999"
"2061","ind3186","70-74","m","960","$60,000 to $74,999"
"2062","ind3103","70-74","m","961","$60,000 to $74,999"
"2063","ind3129","70-74","m","962","$60,000 to $74,999"
"2064","ind3269","75-79","m","963","$60,000 to $74,999"
"2065","ind3190","70-74","m","964","$60,000 to $74,999"
"2066","ind3246","75-79","m","965","$60,000 to $74,999"
"2067","ind3159","70-74","m","966","$60,000 to $74,999"
"2068","ind2849","65-66","m","967","$60,000 to $74,999"
"2069","ind2953","67-69","m","968","$60,000 to $74,999"
"2070","ind3347","80-84","m","969","$60,000 to $74,999"
"2071","ind3126","70-74","m","97","$60,000 to $74,999"
"2072","ind3176","70-74","m","970","$60,000 to $74,999"
"2073","ind2855","65-66","m","971","$60,000 to $74,999"
"2074","ind308","70-74","m","972","$60,000 to $74,999"
"2075","ind2950","67-69","m","973","$60,000 to $74,999"
"2076","ind322","75-79","m","974","$60,000 to $74,999"
"2077","ind3255","75-79","m","975","$75,000 to $99,999"
"2078","ind2961","67-69","m","976","$75,000 to $99,999"
"2079","ind3002","67-69","m","977","$75,000 to $99,999"
"2080","ind3057","67-69","m","978","$75,000 to $99,999"
"2081","ind2943","67-69","m","979","$75,000 to $99,999"
"2082","ind3373","85-NA","m","98","$100,000 to $124,999"
"2083","ind3127","70-74","m","980","$100,000 to $124,999"
"2084","ind3351","80-84","m","981","$100,000 to $124,999"
"2085","ind2973","67-69","m","982","$100,000 to $124,999"
"2086","ind3306","75-79","m","983","$100,000 to $124,999"
"2087","ind3000","67-69","m","984","$100,000 to $124,999"
"2088","ind287","65-66","m","985","$100,000 to $124,999"
"2089","ind3019","67-69","m","986","$100,000 to $124,999"
"2090","ind2999","67-69","m","987","$100,000 to $124,999"
"2091","ind3120","70-74","m","988","$100,000 to $124,999"
"2092","ind3032","67-69","m","989","$100,000 to $124,999"
"2093","ind2864","65-66","m","99","$100,000 to $124,999"
"2094","ind2983","67-69","m","990","$100,000 to $124,999"
"2095","ind3265","75-79","m","991","$100,000 to $124,999"
"2096","ind2893","65-66","m","992","$100,000 to $124,999"
"2097","ind3009","67-69","m","993","$100,000 to $124,999"
"2098","ind2981","67-69","m","994","$100,000 to $124,999"
"2099","ind2851","65-66","m","995","$100,000 to $124,999"
"2100","ind2844","65-66","m","996","$100,000 to $124,999"
"2101","ind3367","80-84","m","997","$100,000 to $124,999"
"2102","ind3371","85-NA","m","998","$100,000 to $124,999"
"2103","ind3080","70-74","m","999","$150,000 to $199,999"
