"","Ind","house","age","sex","income"
"482","ind10430","4277","5-9","m","$75,000 to $99,999"
"483","ind10431","4485","5-9","m","$45,000 to $49,999"
"484","ind10432","4547","5-9","m","$75,000 to $99,999"
"485","ind10433","4184","5-9","m","$75,000 to $99,999"
"486","ind10434","3938","5-9","m","$60,000 to $74,999"
"487","ind10435","4152","5-9","m","$75,000 to $99,999"
"488","ind10436","4471","5-9","m","$75,000 to $99,999"
"489","ind10437","4459","5-9","m","$75,000 to $99,999"
"490","ind10438","4470","5-9","m","$75,000 to $99,999"
"491","ind10439","4081","5-9","m","$75,000 to $99,999"
"492","ind1044","4585","5-9","m","$75,000 to $99,999"
"493","ind10440","4049","5-9","m","$75,000 to $99,999"
"494","ind10441","4241","5-9","m","$75,000 to $99,999"
"495","ind10442","4188","5-9","m","$75,000 to $99,999"
"496","ind10443","4135","5-9","m","$35,000 to $39,999"
"497","ind10444","4388","5-9","m","$75,000 to $99,999"
"498","ind10445","4600","5-9","m","$100,000 to $124,999"
"499","ind10446","4032","5-9","m","$75,000 to $99,999"
"500","ind10447","3656","5-9","m","$50,000 to $59,999"
"501","ind10448","4477","5-9","m","$75,000 to $99,999"
"502","ind10449","4261","5-9","m","$60,000 to $74,999"
"503","ind1045","4254","5-9","m","$75,000 to $99,999"
"504","ind10450","3858","5-9","m","$60,000 to $74,999"
"505","ind10451","3923","5-9","m","$60,000 to $74,999"
"506","ind10452","3659","5-9","m","$50,000 to $59,999"
"507","ind10453","4103","5-9","m","$75,000 to $99,999"
"508","ind10454","4345","5-9","m","$60,000 to $74,999"
"509","ind10455","4532","5-9","m","$75,000 to $99,999"
"510","ind10456","3849","5-9","m","$60,000 to $74,999"
"511","ind10457","4148","5-9","m","$75,000 to $99,999"
"512","ind10458","4204","5-9","m","$75,000 to $99,999"
"513","ind10459","4208","5-9","m","$75,000 to $99,999"
"514","ind1046","4206","5-9","m","$75,000 to $99,999"
"515","ind10460","3692","5-9","m","$60,000 to $74,999"
"516","ind10461","4434","5-9","m","$75,000 to $99,999"
"517","ind10462","3736","5-9","m","$60,000 to $74,999"
"518","ind10463","4300","5-9","m","$75,000 to $99,999"
"519","ind10464","4243","5-9","m","$75,000 to $99,999"
"520","ind10465","3915","5-9","m","$60,000 to $74,999"
"521","ind10466","4590","5-9","m","$75,000 to $99,999"
"522","ind10467","4267","5-9","m","$75,000 to $99,999"
"523","ind10468","4022","5-9","m","$75,000 to $99,999"
"524","ind10469","4600","5-9","m","$100,000 to $124,999"
"525","ind1047","4615","5-9","m","$100,000 to $124,999"
"526","ind10470","4053","5-9","m","$75,000 to $99,999"
"527","ind10471","4529","5-9","m","$75,000 to $99,999"
"528","ind10472","4575","5-9","m","$75,000 to $99,999"
"529","ind10473","4395","5-9","m","$75,000 to $99,999"
"530","ind10474","3968","5-9","m","$60,000 to $74,999"
"531","ind10475","4326","5-9","m","$75,000 to $99,999"
"532","ind10476","4003","5-9","m","$60,000 to $74,999"
"533","ind10477","3905","5-9","m","$60,000 to $74,999"
"534","ind10478","3891","5-9","m","$60,000 to $74,999"
"535","ind10479","4561","5-9","m","$100,000 to $124,999"
"536","ind1048","4137","5-9","m","$60,000 to $74,999"
"537","ind10480","3886","5-9","m","$60,000 to $74,999"
"538","ind10481","4557","5-9","m","$100,000 to $124,999"
"539","ind10482","4547","5-9","m","$75,000 to $99,999"
"540","ind10483","4383","5-9","m","$45,000 to $49,999"
"541","ind10484","4100","5-9","m","$75,000 to $99,999"
"542","ind10485","4097","5-9","m","$75,000 to $99,999"
"543","ind10486","4027","5-9","m","$75,000 to $99,999"
"544","ind10487","4239","5-9","m","$75,000 to $99,999"
"545","ind10488","4048","5-9","m","$75,000 to $99,999"
"546","ind10489","4432","5-9","m","$75,000 to $99,999"
"547","ind1049","4368","5-9","m","$75,000 to $99,999"
"548","ind10490","4017","5-9","m","$75,000 to $99,999"
"549","ind10491","4287","5-9","m","$60,000 to $74,999"
"550","ind10492","4279","5-9","m","$75,000 to $99,999"
"551","ind10493","4525","5-9","m","$75,000 to $99,999"
"552","ind10494","4269","5-9","m","$75,000 to $99,999"
"553","ind10495","4362","5-9","m","$60,000 to $74,999"
"554","ind10496","3902","5-9","m","$50,000 to $59,999"
"555","ind10497","4149","5-9","m","$75,000 to $99,999"
"556","ind10498","3828","5-9","m","$50,000 to $59,999"
"557","ind10499","4119","5-9","m","$75,000 to $99,999"
"558","ind105","4384","5-9","m","$45,000 to $49,999"
"559","ind1050","4217","5-9","m","$75,000 to $99,999"
"560","ind10500","3926","5-9","m","$60,000 to $74,999"
"561","ind10501","4558","5-9","m","$75,000 to $99,999"
"562","ind10502","3973","5-9","m","$50,000 to $59,999"
"563","ind10503","4231","5-9","m","$75,000 to $99,999"
"564","ind10504","4140","5-9","m","$75,000 to $99,999"
"565","ind10505","4351","5-9","m","$75,000 to $99,999"
"566","ind10506","4372","5-9","m","$75,000 to $99,999"
"567","ind10507","4407","5-9","m","$75,000 to $99,999"
"568","ind10508","4348","5-9","m","$75,000 to $99,999"
"569","ind10509","4175","5-9","m","$75,000 to $99,999"
"570","ind1051","3880","5-9","m","$60,000 to $74,999"
"571","ind10510","4471","5-9","m","$75,000 to $99,999"
"572","ind10511","4053","5-9","m","$75,000 to $99,999"
"573","ind10512","3945","5-9","m","$60,000 to $74,999"
"574","ind10513","3608","5-9","m","$50,000 to $59,999"
"575","ind10514","4364","5-9","m","$60,000 to $74,999"
"576","ind10515","4236","5-9","m","$75,000 to $99,999"
"577","ind10516","4049","5-9","m","$75,000 to $99,999"
"578","ind10517","4286","5-9","m","$60,000 to $74,999"
"579","ind10518","4324","5-9","m","$75,000 to $99,999"
"580","ind10519","4248","5-9","m","$75,000 to $99,999"
"581","ind1052","4295","5-9","m","$60,000 to $74,999"
"582","ind10520","4600","5-9","m","$100,000 to $124,999"
"583","ind10521","4224","5-9","m","$75,000 to $99,999"
"584","ind10522","4128","5-9","m","$75,000 to $99,999"
"585","ind10523","4303","5-9","m","$75,000 to $99,999"
"586","ind10524","4015","5-9","m","$75,000 to $99,999"
"587","ind10525","4292","5-9","m","$75,000 to $99,999"
"588","ind10526","4083","5-9","m","$60,000 to $74,999"
"589","ind10527","4125","5-9","m","$75,000 to $99,999"
"590","ind10528","4531","5-9","m","$75,000 to $99,999"
"591","ind10529","3918","5-9","m","$50,000 to $59,999"
"592","ind1053","4008","5-9","m","$75,000 to $99,999"
"593","ind10530","4136","5-9","m","$75,000 to $99,999"
"594","ind10531","4617","5-9","m","$75,000 to $99,999"
"595","ind10532","4550","5-9","m","$100,000 to $124,999"
"596","ind10533","4585","5-9","m","$75,000 to $99,999"
"597","ind10534","4597","5-9","m","$100,000 to $124,999"
"598","ind10535","4472","5-9","m","$45,000 to $49,999"
"599","ind10536","4550","5-9","m","$100,000 to $124,999"
"600","ind10537","4361","5-9","m","$75,000 to $99,999"
"601","ind10538","4597","5-9","m","$100,000 to $124,999"
"602","ind10539","4273","5-9","m","$60,000 to $74,999"
"603","ind1054","4221","5-9","m","$75,000 to $99,999"
"604","ind10540","3672","5-9","m","$60,000 to $74,999"
"605","ind10541","4485","5-9","m","$45,000 to $49,999"
"606","ind10542","4517","5-9","m","$75,000 to $99,999"
"607","ind10543","4373","5-9","m","$60,000 to $74,999"
"608","ind10544","4404","5-9","m","$75,000 to $99,999"
"609","ind10545","4262","5-9","m","$75,000 to $99,999"
"610","ind10546","4450","5-9","m","$75,000 to $99,999"
"611","ind10547","3767","5-9","m","$50,000 to $59,999"
"612","ind10548","4247","5-9","m","$60,000 to $74,999"
"613","ind10549","4327","5-9","m","$75,000 to $99,999"
"614","ind1055","4040","5-9","m","$60,000 to $74,999"
"615","ind10550","4623","5-9","m","$100,000 to $124,999"
"616","ind10551","4443","5-9","m","$75,000 to $99,999"
"617","ind10552","4470","5-9","m","$75,000 to $99,999"
"618","ind10553","4606","5-9","m","$75,000 to $99,999"
"619","ind10554","4229","5-9","m","$75,000 to $99,999"
"620","ind10555","4618","5-9","m","$75,000 to $99,999"
"621","ind10556","4275","5-9","m","$75,000 to $99,999"
"622","ind10557","4183","5-9","m","$60,000 to $74,999"
"623","ind10558","4448","5-9","m","$75,000 to $99,999"
"624","ind10559","4115","5-9","m","$75,000 to $99,999"
"625","ind1056","4508","5-9","m","$100,000 to $124,999"
"626","ind10560","4141","5-9","m","$75,000 to $99,999"
"627","ind10561","4108","5-9","m","$75,000 to $99,999"
"628","ind10562","3759","5-9","m","$50,000 to $59,999"
"629","ind10563","4219","5-9","m","$75,000 to $99,999"
"630","ind10564","4450","5-9","m","$75,000 to $99,999"
"631","ind10565","4200","5-9","m","$60,000 to $74,999"
"632","ind10566","4047","5-9","m","$75,000 to $99,999"
"633","ind10567","4514","5-9","m","$75,000 to $99,999"
"634","ind10568","3661","5-9","m","$50,000 to $59,999"
"635","ind10569","4113","5-9","m","$60,000 to $74,999"
"636","ind1057","4185","5-9","m","$75,000 to $99,999"
"637","ind10570","4545","5-9","m","$75,000 to $99,999"
"638","ind10571","4231","5-9","m","$75,000 to $99,999"
"639","ind10572","4063","5-9","m","$75,000 to $99,999"
"640","ind10573","3864","5-9","m","$60,000 to $74,999"
"641","ind10574","4021","5-9","m","$75,000 to $99,999"
"642","ind10575","4166","5-9","m","$75,000 to $99,999"
"643","ind10576","4225","5-9","m","$75,000 to $99,999"
"644","ind10577","4026","5-9","m","$75,000 to $99,999"
"645","ind10578","3673","5-9","m","$60,000 to $74,999"
"646","ind10579","4571","5-9","m","$100,000 to $124,999"
"647","ind1058","3618","5-9","m","$50,000 to $59,999"
"648","ind10580","4243","5-9","m","$75,000 to $99,999"
"649","ind10581","4416","5-9","m","$75,000 to $99,999"
"650","ind10582","4201","5-9","m","$75,000 to $99,999"
"651","ind10583","4233","5-9","m","$75,000 to $99,999"
"652","ind10584","4222","5-9","m","$75,000 to $99,999"
"653","ind10585","4551","5-9","m","$100,000 to $124,999"
"654","ind10586","4173","5-9","m","$75,000 to $99,999"
"655","ind10587","3806","5-9","m","$60,000 to $74,999"
"656","ind10588","4599","5-9","m","$75,000 to $99,999"
"657","ind10589","3947","5-9","m","$60,000 to $74,999"
"658","ind1059","3626","5-9","m","$50,000 to $59,999"
"659","ind10590","4270","5-9","m","$75,000 to $99,999"
"660","ind10591","3723","5-9","m","$60,000 to $74,999"
"661","ind10592","3882","5-9","m","$60,000 to $74,999"
"662","ind10593","4467","5-9","m","$75,000 to $99,999"
"663","ind10594","4270","5-9","m","$75,000 to $99,999"
"664","ind10595","3782","5-9","m","$60,000 to $74,999"
"665","ind10596","4134","5-9","m","$60,000 to $74,999"
"666","ind10597","4074","5-9","m","$60,000 to $74,999"
"667","ind10598","4443","5-9","m","$75,000 to $99,999"
"668","ind10599","4249","5-9","m","$60,000 to $74,999"
"669","ind106","3609","5-9","m","$50,000 to $59,999"
"670","ind1060","4202","5-9","m","$75,000 to $99,999"
"671","ind10600","4275","5-9","m","$75,000 to $99,999"
"672","ind10601","4371","5-9","m","$45,000 to $49,999"
"673","ind10602","4154","5-9","m","$75,000 to $99,999"
"674","ind10603","3784","5-9","m","$60,000 to $74,999"
"675","ind10604","4565","5-9","m","$100,000 to $124,999"
"676","ind10605","4594","5-9","m","$100,000 to $124,999"
"677","ind10606","3722","5-9","m","$50,000 to $59,999"
"678","ind10607","4116","5-9","m","$75,000 to $99,999"
"679","ind10608","3822","5-9","m","$60,000 to $74,999"
"680","ind10609","4305","5-9","m","$75,000 to $99,999"
"681","ind1061","4618","5-9","m","$75,000 to $99,999"
"682","ind10610","4267","5-9","m","$75,000 to $99,999"
"683","ind10611","4470","5-9","m","$75,000 to $99,999"
"684","ind10612","4471","5-9","m","$75,000 to $99,999"
"685","ind10613","4265","5-9","m","$75,000 to $99,999"
"686","ind10614","3884","5-9","m","$60,000 to $74,999"
"687","ind10615","4258","5-9","m","$60,000 to $74,999"
"688","ind10616","3750","5-9","m","$60,000 to $74,999"
"689","ind10617","4488","5-9","m","$50,000 to $59,999"
"690","ind10618","4112","5-9","m","$75,000 to $99,999"
"691","ind10619","4206","5-9","m","$75,000 to $99,999"
"692","ind1062","4331","5-9","m","$60,000 to $74,999"
"693","ind10620","4564","5-9","m","$75,000 to $99,999"
"694","ind10621","4275","5-9","m","$75,000 to $99,999"
"695","ind10622","3921","5-9","m","$50,000 to $59,999"
"696","ind10623","4373","5-9","m","$60,000 to $74,999"
"697","ind10624","4284","5-9","m","$75,000 to $99,999"
"698","ind10625",NA,"5-9","m",NA
"699","ind10626","3665","5-9","m","$60,000 to $74,999"
"700","ind10627","4209","5-9","m","$60,000 to $74,999"
"701","ind10628","4222","10-14","m","$75,000 to $99,999"
"702","ind10629","4059","10-14","m","$75,000 to $99,999"
"703","ind1063","4617","10-14","m","$75,000 to $99,999"
"704","ind10630","4577","10-14","m","$100,000 to $124,999"
"705","ind10631","4176","10-14","m","$60,000 to $74,999"
"706","ind10632","4593","10-14","m","$75,000 to $99,999"
"707","ind10633","4507","10-14","m","$75,000 to $99,999"
"708","ind10634","4521","10-14","m","$75,000 to $99,999"
"709","ind10635","3955","10-14","m","$50,000 to $59,999"
"710","ind10636","4278","10-14","m","$75,000 to $99,999"
"711","ind10637","3731","10-14","m","$60,000 to $74,999"
"712","ind10638","4476","10-14","m","$75,000 to $99,999"
"713","ind10639","4409","10-14","m","$75,000 to $99,999"
"714","ind1064","4250","10-14","m","$60,000 to $74,999"
"715","ind10640","4494","10-14","m","$75,000 to $99,999"
"716","ind10641","4042","10-14","m","$75,000 to $99,999"
"717","ind10642","4497","10-14","m","$75,000 to $99,999"
"718","ind10643","4348","10-14","m","$75,000 to $99,999"
"719","ind10644","4418","10-14","m","$75,000 to $99,999"
"720","ind10645","4591","10-14","m","$75,000 to $99,999"
"721","ind10646","4446","10-14","m","$75,000 to $99,999"
"722","ind10647","4347","10-14","m","$40,000 to $44,999"
"723","ind10648","4121","10-14","m","$75,000 to $99,999"
"724","ind10649","4522","10-14","m","$75,000 to $99,999"
"725","ind1065","3780","10-14","m","$60,000 to $74,999"
"726","ind10650","4429","10-14","m","$75,000 to $99,999"
"727","ind10651","4418","10-14","m","$75,000 to $99,999"
"728","ind10652","3896","10-14","m","$50,000 to $59,999"
"729","ind10653","4194","10-14","m","$60,000 to $74,999"
"730","ind10654","3880","10-14","m","$60,000 to $74,999"
"731","ind10655","4548","10-14","m","$100,000 to $124,999"
"732","ind10656","4382","10-14","m","$75,000 to $99,999"
"733","ind10657","4309","10-14","m","$75,000 to $99,999"
"734","ind10658","3906","10-14","m","$10,000 to $14,999"
"735","ind10659","3823","10-14","m","$60,000 to $74,999"
"736","ind1066","4086","10-14","m","$25,000 to $29,999"
"737","ind10660","3639","10-14","m","$50,000 to $59,999"
"738","ind10661","4608","10-14","m","$100,000 to $124,999"
"739","ind10662","3885","10-14","m","$50,000 to $59,999"
"740","ind10663","4255","10-14","m","$75,000 to $99,999"
"741","ind10664","3678","10-14","m","$60,000 to $74,999"
"742","ind10665","3953","10-14","m","$60,000 to $74,999"
"743","ind10666","4275","10-14","m","$75,000 to $99,999"
"744","ind10667","3884","10-14","m","$60,000 to $74,999"
"745","ind10668","3860","10-14","m","$60,000 to $74,999"
"746","ind10669","4526","10-14","m","$75,000 to $99,999"
"747","ind1067","4159","10-14","m","$75,000 to $99,999"
"748","ind10670","4580","10-14","m","$75,000 to $99,999"
"749","ind10671","4381","10-14","m","$75,000 to $99,999"
"750","ind10672","4511","10-14","m","$100,000 to $124,999"
"751","ind10673","4017","10-14","m","$75,000 to $99,999"
"752","ind10674","4281","10-14","m","$75,000 to $99,999"
"753","ind10675","3861","10-14","m","$60,000 to $74,999"
"754","ind10676","4571","10-14","m","$100,000 to $124,999"
"755","ind10677","4420","10-14","m","$75,000 to $99,999"
"756","ind10678","4385","10-14","m","$75,000 to $99,999"
"757","ind10679","4536","10-14","m","$100,000 to $124,999"
"758","ind1068","4304","10-14","m","$60,000 to $74,999"
"759","ind10680","4367","10-14","m","$75,000 to $99,999"
"760","ind10681","3606","10-14","m","$50,000 to $59,999"
"761","ind10682","3787","10-14","m","$60,000 to $74,999"
"762","ind10683","4543","10-14","m","$75,000 to $99,999"
"763","ind10684","4038","10-14","m","$75,000 to $99,999"
"764","ind10685","4513","10-14","m","$100,000 to $124,999"
"765","ind10686","4247","10-14","m","$60,000 to $74,999"
"766","ind10687","3798","10-14","m","$50,000 to $59,999"
"767","ind10688","4284","10-14","m","$75,000 to $99,999"
"768","ind10689","4452","10-14","m","$75,000 to $99,999"
"769","ind1069","4099","10-14","m","$60,000 to $74,999"
"770","ind10690","3854","10-14","m","$60,000 to $74,999"
"771","ind10691","4058","10-14","m","$75,000 to $99,999"
"772","ind10692","4025","10-14","m","$75,000 to $99,999"
"773","ind10693","4181","10-14","m","$75,000 to $99,999"
"774","ind10694","3681","10-14","m","$50,000 to $59,999"
"775","ind10695","4061","10-14","m","$60,000 to $74,999"
"776","ind10696","4092","10-14","m","$60,000 to $74,999"
"777","ind10697","4437","10-14","m","$75,000 to $99,999"
"778","ind10698","4274","10-14","m","$75,000 to $99,999"
"779","ind10699","4621","10-14","m","$100,000 to $124,999"
"780","ind107","4584","10-14","m","$100,000 to $124,999"
"781","ind1070","4268","10-14","m","$75,000 to $99,999"
"782","ind10700","4204","10-14","m","$75,000 to $99,999"
"783","ind10701","4244","10-14","m","$75,000 to $99,999"
"784","ind10702","3903","10-14","m","$60,000 to $74,999"
"785","ind10703","4433","10-14","m","$75,000 to $99,999"
"786","ind10704","4454","10-14","m","$75,000 to $99,999"
"787","ind10705","4571","10-14","m","$100,000 to $124,999"
"788","ind10706","4313","10-14","m","$60,000 to $74,999"
"789","ind10707","4618","10-14","m","$75,000 to $99,999"
"790","ind10708","4318","10-14","m","$60,000 to $74,999"
"791","ind10709","3910","10-14","m","$50,000 to $59,999"
"792","ind1071","4102","10-14","m","$75,000 to $99,999"
"793","ind10710","4568","10-14","m","$100,000 to $124,999"
"794","ind10711","4163","10-14","m","$60,000 to $74,999"
"795","ind10712","4367","10-14","m","$75,000 to $99,999"
"796","ind10713","4473","10-14","m","$75,000 to $99,999"
"797","ind10714","4189","10-14","m","$75,000 to $99,999"
"798","ind10715","4214","10-14","m","$75,000 to $99,999"
"799","ind10716","4143","10-14","m","$75,000 to $99,999"
"800","ind10717","4192","10-14","m","$75,000 to $99,999"
"801","ind10718","3821","10-14","m","$60,000 to $74,999"
"802","ind10719","4161","10-14","m","$75,000 to $99,999"
"803","ind1072","3971","10-14","m","$50,000 to $59,999"
"804","ind10720","4245","10-14","m","$60,000 to $74,999"
"805","ind10721","4433","10-14","m","$75,000 to $99,999"
"806","ind10722","4265","10-14","m","$75,000 to $99,999"
"807","ind10723","4244","10-14","m","$75,000 to $99,999"
"808","ind10724","4131","10-14","m","$75,000 to $99,999"
"809","ind10725","3699","10-14","m","$50,000 to $59,999"
"810","ind10726","3969","10-14","m","$60,000 to $74,999"
"811","ind10727","4238","10-14","m","$75,000 to $99,999"
"812","ind10728","3931","10-14","m","$50,000 to $59,999"
"813","ind10729","4282","10-14","m","$60,000 to $74,999"
"814","ind1073","4142","10-14","m","$60,000 to $74,999"
"815","ind10730","4182","10-14","m","$75,000 to $99,999"
